rows,width,workload,reference_route,before_result_rows,after_result_rows,delta_result_rows,before_result_columns,after_result_columns,delta_result_columns,before_median_ms,after_median_ms,delta_median_ms,before_gc_count,after_gc_count,delta_gc_count,before_bench_allocated_bytes,after_bench_allocated_bytes,delta_bench_allocated_bytes,before_first_r_allocated_bytes,after_first_r_allocated_bytes,delta_first_r_allocated_bytes,before_first_r_largest_allocation_bytes,after_first_r_largest_allocation_bytes,delta_first_r_largest_allocation_bytes,before_first_owned_capture,after_first_owned_capture,delta_first_owned_capture,before_first_compact_copy,after_first_compact_copy,delta_first_compact_copy,before_first_staged_new,after_first_staged_new,delta_first_staged_new,before_first_old_journal,after_first_old_journal,delta_first_old_journal,before_first_native_scratch_allocated,after_first_native_scratch_allocated,delta_first_native_scratch_allocated,before_first_mutation_target_copy,after_first_mutation_target_copy,delta_first_mutation_target_copy,before_first_validation_scan_calls,after_first_validation_scan_calls,delta_first_validation_scan_calls,before_first_validation_scanned_values,after_first_validation_scanned_values,delta_first_validation_scanned_values,before_warm_r_allocated_bytes,after_warm_r_allocated_bytes,delta_warm_r_allocated_bytes,before_warm_r_largest_allocation_bytes,after_warm_r_largest_allocation_bytes,delta_warm_r_largest_allocation_bytes,before_warm_owned_capture,after_warm_owned_capture,delta_warm_owned_capture,before_warm_compact_copy,after_warm_compact_copy,delta_warm_compact_copy,before_warm_staged_new,after_warm_staged_new,delta_warm_staged_new,before_warm_old_journal,after_warm_old_journal,delta_warm_old_journal,before_warm_native_scratch_allocated,after_warm_native_scratch_allocated,delta_warm_native_scratch_allocated,before_warm_mutation_target_copy,after_warm_mutation_target_copy,delta_warm_mutation_target_copy,before_warm_validation_scan_calls,after_warm_validation_scan_calls,delta_warm_validation_scan_calls,before_warm_validation_scanned_values,after_warm_validation_scanned_values,delta_warm_validation_scanned_values,median_ratio,investigation_flag
100000,8,semi_half,public,50000.0,50000.0,0.0,9.0,9.0,0.0,35.3661080007441,34.8380690265913,-0.5280389741527998,0.0,0.0,0.0,20485536.0,20485536.0,0.0,20598064.0,20519920.0,-78144.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20485536.0,20485536.0,0.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9850693501772463,False
100000,8,semi_half,predecessor_safe_reference,50000.0,50000.0,0.0,9.0,9.0,0.0,36.2754060188308,34.8380690265913,-1.4373369922395014,0.0,0.0,0.0,20285168.0,20485536.0,200368.0,20288800.0,20519920.0,231120.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20285168.0,20485536.0,200368.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603770942910089,False
1000000,8,semi_half,predecessor_safe_reference,500000.0,500000.0,0.0,9.0,9.0,0.0,365.57641797117,338.528553984361,-27.047863986808977,15.0,11.0,-4.0,205685504.0,207685872.0,2000368.0,205685504.0,207685872.0,2000368.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205685504.0,207685872.0,2000368.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9260131051753397,False
1000000,8,semi_half,public,500000.0,500000.0,0.0,9.0,9.0,0.0,338.52711902,338.528553984361,0.0014349643610103158,13.0,11.0,-2.0,207685872.0,207685872.0,0.0,207685872.0,207685872.0,0.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207685872.0,207685872.0,0.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000042388461083,False
100000,16,semi_half,public,50000.0,50000.0,0.0,17.0,17.0,0.0,36.0331370029598,35.6497050088365,-0.3834319941232991,1.0,1.0,0.0,23101040.0,23101280.0,240.0,23101040.0,23101280.0,240.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23101040.0,23101280.0,240.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893589061065706,False
100000,16,semi_half,predecessor_safe_reference,50000.0,50000.0,0.0,17.0,17.0,0.0,37.7992530120537,35.6497050088365,-2.1495480032171983,1.0,1.0,0.0,22897848.0,23101280.0,203432.0,22897848.0,23101280.0,203432.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22897848.0,23101280.0,203432.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9431325269170866,False
1000000,16,semi_half,predecessor_safe_reference,500000.0,500000.0,0.0,17.0,17.0,0.0,376.500048005255,344.27966500516,-32.22038300009501,16.0,13.0,-3.0,231698184.0,233701616.0,2003432.0,231698184.0,233701616.0,2003432.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231698184.0,233701616.0,2003432.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9144213044040693,False
1000000,16,semi_half,public,500000.0,500000.0,0.0,17.0,17.0,0.0,347.775407019071,344.27966500516,-3.4957420139110127,14.0,13.0,-1.0,233701376.0,233701616.0,240.0,233701376.0,233701616.0,240.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233701376.0,233701616.0,240.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989948277125532,False
100000,8,anti_half,public,50000.0,50000.0,0.0,9.0,9.0,0.0,36.2800799775869,34.8178559797816,-1.462223997805303,0.0,0.0,0.0,21685736.0,21685736.0,0.0,21693400.0,21685736.0,-7664.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21685736.0,21685736.0,0.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9596962300328821,False
100000,8,anti_half,predecessor_safe_reference,50000.0,50000.0,0.0,9.0,9.0,0.0,36.1210819974076,34.8178559797816,-1.3032260176260024,1.0,0.0,-1.0,21485368.0,21685736.0,200368.0,21485368.0,21685736.0,200368.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21485368.0,21685736.0,200368.0,1200048.0,1200048.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9639206262503561,False
1000000,8,anti_half,predecessor_safe_reference,500000.0,500000.0,0.0,9.0,9.0,0.0,369.435870990856,354.70223397715,-14.733637013706016,21.0,20.0,-1.0,217685704.0,219686072.0,2000368.0,217685704.0,219686072.0,2000368.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217685704.0,219686072.0,2000368.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601185532574592,False
1000000,8,anti_half,public,500000.0,500000.0,0.0,9.0,9.0,0.0,336.310371989384,354.70223397715,18.391861987765992,14.0,20.0,6.0,219686072.0,219686072.0,0.0,219686072.0,219686072.0,0.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219686072.0,219686072.0,0.0,12000048.0,12000048.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546871685192825,False
100000,16,anti_half,public,50000.0,50000.0,0.0,17.0,17.0,0.0,36.020795989316,37.8120449895505,1.791249000234501,1.0,1.0,0.0,24301240.0,24301480.0,240.0,24301240.0,24301480.0,240.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24301240.0,24301480.0,240.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0497281903699685,False
100000,16,anti_half,predecessor_safe_reference,50000.0,50000.0,0.0,17.0,17.0,0.0,37.6504230371211,37.8120449895505,0.16162195242939958,1.0,1.0,0.0,24098048.0,24301480.0,203432.0,24098048.0,24301480.0,203432.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24098048.0,24301480.0,203432.0,1200048.0,1200048.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0042926995075208,False
1000000,16,anti_half,predecessor_safe_reference,500000.0,500000.0,0.0,17.0,17.0,0.0,380.355688015698,341.587031027302,-38.768656988396,15.0,13.0,-2.0,243698384.0,245701816.0,2003432.0,243698384.0,245701816.0,2003432.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243698384.0,245701816.0,2003432.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8980726246249906,False
1000000,16,anti_half,public,500000.0,500000.0,0.0,17.0,17.0,0.0,348.672610009089,341.587031027302,-7.085578981787023,14.0,13.0,-1.0,245701576.0,245701816.0,240.0,245701576.0,245701816.0,240.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245701576.0,245701816.0,240.0,12000048.0,12000048.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9796784181539172,False
100000,8,base_rbind,public,200000.0,200000.0,0.0,9.0,9.0,0.0,74.2806430207565,73.8833530049305,-0.39729001582600176,6.0,6.0,0.0,121088696.0,121104592.0,15896.0,121288968.0,121680832.0,391864.0,1680048.0,1680048.0,0.0,12800000.0,12800000.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,300000.0,300000.0,0.0,121088696.0,121104592.0,15896.0,1680048.0,1680048.0,0.0,12800000.0,12800000.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,300000.0,300000.0,0.0,0.9946515000453754,False
100000,8,base_rbind,predecessor_safe_reference,200000.0,200000.0,0.0,9.0,9.0,0.0,77.4445720016956,73.8833530049305,-3.5612189967651062,20.0,6.0,-14.0,121088696.0,121104592.0,15896.0,121088696.0,121680832.0,592136.0,1680048.0,1680048.0,0.0,12800000.0,12800000.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,300000.0,300000.0,0.0,121088696.0,121104592.0,15896.0,1680048.0,1680048.0,0.0,12800000.0,12800000.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,300000.0,300000.0,0.0,0.9540158993107078,False
1000000,8,base_rbind,predecessor_safe_reference,2000000.0,2000000.0,0.0,9.0,9.0,0.0,744.403995020548,752.051684015896,7.6476889953479485,47.0,45.0,-2.0,1210088696.0,1210104592.0,15896.0,1210088696.0,1210104592.0,15896.0,16800048.0,16800048.0,0.0,128000000.0,128000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3000000.0,3000000.0,0.0,1210088696.0,1210104592.0,15896.0,16800048.0,16800048.0,0.0,128000000.0,128000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3000000.0,3000000.0,0.0,1.0102735732834653,False
1000000,8,base_rbind,public,2000000.0,2000000.0,0.0,9.0,9.0,0.0,739.932042983128,752.051684015896,12.119641032767959,42.0,45.0,3.0,1210088696.0,1210104592.0,15896.0,1210088696.0,1210104592.0,15896.0,16800048.0,16800048.0,0.0,128000000.0,128000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3000000.0,3000000.0,0.0,1210088696.0,1210104592.0,15896.0,16800048.0,16800048.0,0.0,128000000.0,128000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3000000.0,3000000.0,0.0,1.0163793974699435,False
100000,16,base_rbind,public,200000.0,200000.0,0.0,17.0,17.0,0.0,128.39617402642,127.955055009807,-0.44111901661300124,10.0,8.0,-2.0,230822840.0,230839472.0,16632.0,230822840.0,230839472.0,16632.0,1680048.0,1680048.0,0.0,25600000.0,25600000.0,0.0,2400000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,600000.0,600000.0,0.0,230822840.0,230839472.0,16632.0,1680048.0,1680048.0,0.0,25600000.0,25600000.0,0.0,2400000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,600000.0,600000.0,0.0,0.9965643912682146,False
100000,16,base_rbind,predecessor_safe_reference,200000.0,200000.0,0.0,17.0,17.0,0.0,147.030879015801,127.955055009807,-19.075824005993994,33.0,8.0,-25.0,230822840.0,230839472.0,16632.0,230822840.0,230839472.0,16632.0,1680048.0,1680048.0,0.0,25600000.0,25600000.0,0.0,2400000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,600000.0,600000.0,0.0,230822840.0,230839472.0,16632.0,1680048.0,1680048.0,0.0,25600000.0,25600000.0,0.0,2400000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,600000.0,600000.0,0.0,0.8702597431663047,False
1000000,16,base_rbind,predecessor_safe_reference,2000000.0,2000000.0,0.0,17.0,17.0,0.0,1279.4061890163,1293.86192801758,14.455739001280108,54.0,57.0,3.0,2307302840.0,2307319472.0,16632.0,2307302840.0,2307319472.0,16632.0,16800048.0,16800048.0,0.0,256000000.0,256000000.0,0.0,24000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,6000000.0,6000000.0,0.0,2307302840.0,2307319472.0,16632.0,16800048.0,16800048.0,0.0,256000000.0,256000000.0,0.0,24000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,6000000.0,6000000.0,0.0,1.011298787769969,False
1000000,16,base_rbind,public,2000000.0,2000000.0,0.0,17.0,17.0,0.0,1271.20463098981,1293.86192801758,22.657297027770028,52.0,57.0,5.0,2307302840.0,2307319472.0,16632.0,2307302840.0,2307319472.0,16632.0,16800048.0,16800048.0,0.0,256000000.0,256000000.0,0.0,24000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,6000000.0,6000000.0,0.0,2307302840.0,2307319472.0,16632.0,16800048.0,16800048.0,0.0,256000000.0,256000000.0,0.0,24000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,6000000.0,6000000.0,0.0,1.0178234852795716,False
100000,8,base_cbind,public,100000.0,100000.0,0.0,17.0,17.0,0.0,5.74049199349247,5.87083099526353,0.13033900177105995,0.0,0.0,0.0,3283872.0,3300504.0,16632.0,3291048.0,3506168.0,215120.0,800048.0,800048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283872.0,3300504.0,16632.0,800048.0,800048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0227051970316856,False
100000,8,base_cbind,predecessor_safe_reference,100000.0,100000.0,0.0,17.0,17.0,0.0,5.94852599897422,5.87083099526353,-0.07769500371068983,0.0,0.0,0.0,3283872.0,3300504.0,16632.0,3283872.0,3506168.0,222296.0,800048.0,800048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283872.0,3300504.0,16632.0,800048.0,800048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986938780510653,False
1000000,8,base_cbind,predecessor_safe_reference,1000000.0,1000000.0,0.0,17.0,17.0,0.0,54.6574689797126,54.4988400069997,-0.1586289727128971,1.0,0.0,-1.0,32083872.0,32100504.0,16632.0,32083872.0,32100504.0,16632.0,8000048.0,8000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32083872.0,32100504.0,16632.0,8000048.0,8000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970977621965669,False
1000000,8,base_cbind,public,1000000.0,1000000.0,0.0,17.0,17.0,0.0,54.1395159962121,54.4988400069997,0.3593240107876028,1.0,0.0,-1.0,32083872.0,32100504.0,16632.0,32083872.0,32100504.0,16632.0,8000048.0,8000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32083872.0,32100504.0,16632.0,8000048.0,8000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0066370007964744,False
100000,16,base_cbind,public,100000.0,100000.0,0.0,33.0,33.0,0.0,11.3392880302854,11.77212499897,0.4328369686845992,0.0,0.0,0.0,6491312.0,6508640.0,17328.0,6491312.0,6508640.0,17328.0,800048.0,800048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6491312.0,6508640.0,17328.0,800048.0,800048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0381714414104803,False
100000,16,base_cbind,predecessor_safe_reference,100000.0,100000.0,0.0,33.0,33.0,0.0,11.5037389914505,11.77212499897,0.26838600751949926,0.0,0.0,0.0,6491312.0,6508640.0,17328.0,6491312.0,6508640.0,17328.0,800048.0,800048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6491312.0,6508640.0,17328.0,800048.0,800048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233303283149038,False
1000000,16,base_cbind,predecessor_safe_reference,1000000.0,1000000.0,0.0,33.0,33.0,0.0,110.722591023659,108.967832027702,-1.7547589959570047,2.0,3.0,1.0,64091312.0,64108640.0,17328.0,64091312.0,64108640.0,17328.0,8000048.0,8000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64091312.0,64108640.0,17328.0,8000048.0,8000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9841517527748059,False
1000000,16,base_cbind,public,1000000.0,1000000.0,0.0,33.0,33.0,0.0,109.749496972654,108.967832027702,-0.7816649449519986,3.0,3.0,0.0,64091312.0,64108640.0,17328.0,64091312.0,64108640.0,17328.0,8000048.0,8000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64091312.0,64108640.0,17328.0,8000048.0,8000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928777355112,False
100000,8,bind_rows_wide,public,200000.0,200000.0,0.0,9.0,9.0,0.0,45.2896660135593,45.168429001933,-0.12123701162629885,1.0,1.0,0.0,36486264.0,36486264.0,0.0,36863800.0,36886800.0,23000.0,1600048.0,1600048.0,0.0,7200000.0,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,200000.0,200000.0,0.0,36486264.0,36486264.0,0.0,1600048.0,1600048.0,0.0,7200000.0,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,200000.0,200000.0,0.0,0.9973230756086829,False
100000,8,bind_rows_wide,predecessor_safe_reference,200000.0,200000.0,0.0,9.0,9.0,0.0,44.2833209817763,45.168429001933,0.8851080201567001,3.0,1.0,-2.0,36083744.0,36486264.0,402520.0,36083744.0,36886800.0,803056.0,1600048.0,1600048.0,0.0,7200000.0,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,200000.0,200000.0,0.0,36083744.0,36486264.0,402520.0,1600048.0,1600048.0,0.0,7200000.0,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,200000.0,200000.0,0.0,1.0199873902980525,False
