rows,columns,groups,workload,reference_route,before_median_ms,after_median_ms,delta_median_ms,before_iterations,after_iterations,delta_iterations,before_gc_count,after_gc_count,delta_gc_count,before_bench_allocated_bytes,after_bench_allocated_bytes,delta_bench_allocated_bytes,before_first_r_allocated_bytes,after_first_r_allocated_bytes,delta_first_r_allocated_bytes,before_first_r_largest_allocation_bytes,after_first_r_largest_allocation_bytes,delta_first_r_largest_allocation_bytes,before_first_owned_capture,after_first_owned_capture,delta_first_owned_capture,before_first_compact_copy,after_first_compact_copy,delta_first_compact_copy,before_first_staged_new,after_first_staged_new,delta_first_staged_new,before_first_old_journal,after_first_old_journal,delta_first_old_journal,before_first_native_scratch_allocated,after_first_native_scratch_allocated,delta_first_native_scratch_allocated,before_first_mutation_target_copy,after_first_mutation_target_copy,delta_first_mutation_target_copy,before_first_validation_scan_calls,after_first_validation_scan_calls,delta_first_validation_scan_calls,before_first_validation_scanned_values,after_first_validation_scanned_values,delta_first_validation_scanned_values,before_warm_r_allocated_bytes,after_warm_r_allocated_bytes,delta_warm_r_allocated_bytes,before_warm_r_largest_allocation_bytes,after_warm_r_largest_allocation_bytes,delta_warm_r_largest_allocation_bytes,before_warm_owned_capture,after_warm_owned_capture,delta_warm_owned_capture,before_warm_compact_copy,after_warm_compact_copy,delta_warm_compact_copy,before_warm_staged_new,after_warm_staged_new,delta_warm_staged_new,before_warm_old_journal,after_warm_old_journal,delta_warm_old_journal,before_warm_native_scratch_allocated,after_warm_native_scratch_allocated,delta_warm_native_scratch_allocated,before_warm_mutation_target_copy,after_warm_mutation_target_copy,delta_warm_mutation_target_copy,before_warm_validation_scan_calls,after_warm_validation_scan_calls,delta_warm_validation_scan_calls,before_warm_validation_scanned_values,after_warm_validation_scanned_values,delta_warm_validation_scanned_values,median_ratio,investigation_flag
100000,8,16,reframe_half,predecessor_safe_reference,9.65189200360328,8.9175820176024,-0.7343099860008788,7.0,7.0,0.0,3.0,3.0,0.0,16306576.0,6295200.0,-10011376.0,16349824.0,6325560.0,-10024264.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16306576.0,6295200.0,-10011376.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239206172503025,False
100000,8,16,reframe_half,public,9.56550499540754,8.9175820176024,-0.6479229778051394,7.0,7.0,0.0,3.0,3.0,0.0,16306576.0,6295200.0,-10011376.0,16306576.0,6325560.0,-9981016.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16306576.0,6295200.0,-10011376.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322646344216838,False
1000000,8,16,reframe_half,public,39.0350749657955,32.8809339844156,-6.1541409813799035,7.0,7.0,0.0,24.0,8.0,-16.0,162106512.0,62095136.0,-100011376.0,162106512.0,62095136.0,-100011376.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162106512.0,62095136.0,-100011376.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8423433031248826,False
1000000,8,16,reframe_half,predecessor_safe_reference,39.2271600139793,32.8809339844156,-6.346226029563702,7.0,7.0,0.0,22.0,8.0,-14.0,162106512.0,62095136.0,-100011376.0,162106512.0,62095136.0,-100011376.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162106512.0,62095136.0,-100011376.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8382185703144935,False
100000,16,16,reframe_half,predecessor_safe_reference,9.39236200065352,9.20724699972197,-0.18511500093154964,7.0,7.0,0.0,2.0,3.0,1.0,16311976.0,6306912.0,-10005064.0,16311976.0,6306912.0,-10005064.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16311976.0,6306912.0,-10005064.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802909001038642,False
100000,16,16,reframe_half,public,9.52409498859197,9.20724699972197,-0.3168479888700002,7.0,7.0,0.0,3.0,3.0,0.0,16311976.0,6306912.0,-10005064.0,16311976.0,6306912.0,-10005064.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16311976.0,6306912.0,-10005064.0,800048.0,400056.0,-399992.0,2400000.0,800000.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9667319583383489,False
1000000,16,16,reframe_half,public,37.5991729961243,33.1466140050907,-4.452558991033605,7.0,7.0,0.0,13.0,5.0,-8.0,162111912.0,62106848.0,-100005064.0,162111912.0,62106848.0,-100005064.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162111912.0,62106848.0,-100005064.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815782732377498,False
1000000,16,16,reframe_half,predecessor_safe_reference,38.1306150229648,33.1466140050907,-4.9840010178741,7.0,7.0,0.0,14.0,5.0,-9.0,162111912.0,62106848.0,-100005064.0,162111912.0,62106848.0,-100005064.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162111912.0,62106848.0,-100005064.0,8000048.0,4000056.0,-3999992.0,24000000.0,8000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8692913551257329,False
100000,8,128,reframe_half,predecessor_safe_reference,49.9212720314972,49.1691270435695,-0.7521449879277,7.0,7.0,0.0,23.0,20.0,-3.0,16480816.0,6375736.0,-10105080.0,16480816.0,6375736.0,-10105080.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16480816.0,6375736.0,-10105080.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849333769489459,False
100000,8,128,reframe_half,public,50.1814989838749,49.1691270435695,-1.0123719403053997,7.0,7.0,0.0,22.0,20.0,-2.0,16480816.0,6375736.0,-10105080.0,16480816.0,6375736.0,-10105080.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16480816.0,6375736.0,-10105080.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798257931547499,False
1000000,8,128,reframe_half,public,78.2578070065938,75.0344690168276,-3.2233379897661933,7.0,7.0,0.0,33.0,23.0,-10.0,162278960.0,62176312.0,-100102648.0,162278960.0,62176312.0,-100102648.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162278960.0,62176312.0,-100102648.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588112916389977,False
1000000,8,128,reframe_half,predecessor_safe_reference,79.8448350396939,75.0344690168276,-4.8103660228663045,7.0,7.0,0.0,33.0,23.0,-10.0,162278960.0,62176312.0,-100102648.0,162278960.0,62176312.0,-100102648.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162278960.0,62176312.0,-100102648.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397535730335608,False
100000,16,128,reframe_half,predecessor_safe_reference,49.9741619860288,50.8261829963885,0.8520210103597066,7.0,7.0,0.0,22.0,22.0,0.0,16486216.0,6428664.0,-10057552.0,16486216.0,6428664.0,-10057552.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16486216.0,6428664.0,-10057552.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0170492305723486,False
100000,16,128,reframe_half,public,49.845012021251,50.8261829963885,0.981170975137502,7.0,7.0,0.0,22.0,22.0,0.0,16486216.0,6428664.0,-10057552.0,16486216.0,6428664.0,-10057552.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16486216.0,6428664.0,-10057552.0,800048.0,400056.0,-399992.0,2399232.0,799232.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0196844365233413,False
1000000,16,128,reframe_half,public,78.767601022264,76.0219950170722,-2.745606005191803,7.0,7.0,0.0,29.0,21.0,-8.0,162284360.0,62229240.0,-100055120.0,162284360.0,62229240.0,-100055120.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162284360.0,62229240.0,-100055120.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651429525647767,False
1000000,16,128,reframe_half,predecessor_safe_reference,79.2445130064152,76.0219950170722,-3.222517989343004,7.0,7.0,0.0,25.0,21.0,-4.0,162284360.0,62229240.0,-100055120.0,162284360.0,62229240.0,-100055120.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162284360.0,62229240.0,-100055120.0,8000048.0,4000056.0,-3999992.0,23999488.0,7999488.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593344968997144,False
100000,8,16,group_modify_identity,predecessor_safe_reference,49.6177489985712,44.2220260156319,-5.395722982939304,7.0,7.0,0.0,10.0,8.0,-2.0,42917008.0,35326200.0,-7590808.0,44593240.0,35537912.0,-9055328.0,800048.0,800048.0,0.0,4800000.0,5200000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,600032.0,500016.0,-100016.0,42917008.0,35326200.0,-7590808.0,800048.0,800048.0,0.0,4400000.0,5200000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,600032.0,500016.0,-100016.0,0.8912541763413193,False
100000,8,16,group_modify_identity,public,49.0279230289161,44.2220260156319,-4.805897013284202,7.0,7.0,0.0,10.0,8.0,-2.0,42916728.0,35326200.0,-7590528.0,43333312.0,35537912.0,-7795400.0,800048.0,800048.0,0.0,4800000.0,5200000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,600032.0,500016.0,-100016.0,42916728.0,35326200.0,-7590528.0,800048.0,800048.0,0.0,4400000.0,5200000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,600032.0,500016.0,-100016.0,0.9019763286637751,False
1000000,8,16,group_modify_identity,public,352.165851014433,304.06879200018,-48.09705901425298,7.0,7.0,0.0,32.0,29.0,-3.0,417316728.0,348526200.0,-68790528.0,421316776.0,348526200.0,-72790576.0,8000048.0,8000048.0,0.0,48000000.0,52000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,6000032.0,5000016.0,-1000016.0,417316728.0,348526200.0,-68790528.0,8000048.0,8000048.0,0.0,44000000.0,52000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,6000032.0,5000016.0,-1000016.0,0.8634249775334355,False
1000000,8,16,group_modify_identity,predecessor_safe_reference,354.28436199436,304.06879200018,-50.21556999417999,7.0,7.0,0.0,35.0,29.0,-6.0,417317008.0,348526200.0,-68790808.0,421317056.0,348526200.0,-72790856.0,8000048.0,8000048.0,0.0,48000000.0,52000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,6000032.0,5000016.0,-1000016.0,417317008.0,348526200.0,-68790808.0,8000048.0,8000048.0,0.0,44000000.0,52000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,-5.0,6000032.0,5000016.0,-1000016.0,0.8582619630414865,False
100000,16,16,group_modify_identity,predecessor_safe_reference,86.6334510210436,77.4722060305066,-9.161244990537,7.0,7.0,0.0,17.0,16.0,-1.0,65769680.0,57782704.0,-7986976.0,66569776.0,57782704.0,-8787072.0,800048.0,800048.0,0.0,8800000.0,9600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,900032.0,800016.0,-100016.0,65769680.0,57782704.0,-7986976.0,800048.0,800048.0,0.0,8000000.0,9600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,900032.0,800016.0,-100016.0,0.8942527986295767,False
100000,16,16,group_modify_identity,public,89.0185850148555,77.4722060305066,-11.546378984348905,7.0,7.0,0.0,24.0,16.0,-8.0,65769400.0,57782704.0,-7986696.0,66569496.0,57782704.0,-8786792.0,800048.0,800048.0,0.0,8800000.0,9600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,900032.0,800016.0,-100016.0,65769400.0,57782704.0,-7986696.0,800048.0,800048.0,0.0,8000000.0,9600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,900032.0,800016.0,-100016.0,0.8702924902432224,False
1000000,16,16,group_modify_identity,public,592.736015998526,516.801925026812,-75.934090971714,7.0,7.0,0.0,32.0,32.0,0.0,641769400.0,572582704.0,-69186696.0,649769496.0,572582704.0,-77186792.0,8000048.0,8000048.0,0.0,88000000.0,96000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,9000032.0,8000016.0,-1000016.0,641769400.0,572582704.0,-69186696.0,8000048.0,8000048.0,0.0,80000000.0,96000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,9000032.0,8000016.0,-1000016.0,0.8718922270248838,False
1000000,16,16,group_modify_identity,predecessor_safe_reference,594.285856990609,516.801925026812,-77.48393196379698,7.0,7.0,0.0,35.0,32.0,-3.0,641769680.0,572582704.0,-69186976.0,649769776.0,572582704.0,-77187072.0,8000048.0,8000048.0,0.0,88000000.0,96000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,9000032.0,8000016.0,-1000016.0,641769680.0,572582704.0,-69186976.0,8000048.0,8000048.0,0.0,80000000.0,96000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.0,-5.0,9000032.0,8000016.0,-1000016.0,0.8696184150230898,False
100000,8,128,group_modify_identity,predecessor_safe_reference,167.8354270407,164.026568003464,-3.8088590372360045,7.0,7.0,0.0,71.0,67.0,-4.0,43173544.0,35644600.0,-7528944.0,43573592.0,35644600.0,-7928992.0,800048.0,800048.0,0.0,4800000.0,5200000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,600256.0,500128.0,-100128.0,43173544.0,35644600.0,-7528944.0,800048.0,800048.0,0.0,4400000.0,5200000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,600256.0,500128.0,-100128.0,0.9773059889417008,False
100000,8,128,group_modify_identity,public,169.586455042008,164.026568003464,-5.559887038543991,7.0,7.0,0.0,70.0,67.0,-3.0,43173264.0,35644600.0,-7528664.0,43573312.0,35644600.0,-7928712.0,800048.0,800048.0,0.0,4800000.0,5200000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,600256.0,500128.0,-100128.0,43173264.0,35644600.0,-7528664.0,800048.0,800048.0,0.0,4400000.0,5200000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,600256.0,500128.0,-100128.0,0.9672150288348986,False
1000000,8,128,group_modify_identity,public,479.651086992817,428.816622006707,-50.83446498610999,7.0,7.0,0.0,82.0,80.0,-2.0,417571856.0,348843320.0,-68728536.0,421571904.0,348843320.0,-72728584.0,8000048.0,8000048.0,0.0,48000000.0,52000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,6000256.0,5000128.0,-1000128.0,417571856.0,348843320.0,-68728536.0,8000048.0,8000048.0,0.0,44000000.0,52000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,6000256.0,5000128.0,-1000128.0,0.89401782594757,False
1000000,8,128,group_modify_identity,predecessor_safe_reference,479.700409981888,428.816622006707,-50.88378797518101,7.0,7.0,0.0,83.0,80.0,-3.0,417572136.0,348843320.0,-68728816.0,421572184.0,348843320.0,-72728864.0,8000048.0,8000048.0,0.0,48000000.0,52000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,6000256.0,5000128.0,-1000128.0,417572136.0,348843320.0,-68728816.0,8000048.0,8000048.0,0.0,44000000.0,52000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,517.0,-5.0,6000256.0,5000128.0,-1000128.0,0.8939259026751671,False
100000,16,128,group_modify_identity,predecessor_safe_reference,318.678363022627,305.827569012763,-12.850794009864046,7.0,7.0,0.0,143.0,133.0,-10.0,66254888.0,58442480.0,-7812408.0,67054984.0,58442480.0,-8612504.0,800048.0,800048.0,0.0,8800000.0,9600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,900256.0,800128.0,-100128.0,66254888.0,58442480.0,-7812408.0,800048.0,800048.0,0.0,8000000.0,9600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,900256.0,800128.0,-100128.0,0.9596747206557239,False
100000,16,128,group_modify_identity,public,314.308911008993,305.827569012763,-8.481341996230015,7.0,7.0,0.0,140.0,133.0,-7.0,66254608.0,58442480.0,-7812128.0,67054704.0,58442480.0,-8612224.0,800048.0,800048.0,0.0,8800000.0,9600000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,900256.0,800128.0,-100128.0,66254608.0,58442480.0,-7812128.0,800048.0,800048.0,0.0,8000000.0,9600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,900256.0,800128.0,-100128.0,0.973015903465787,False
1000000,16,128,group_modify_identity,public,829.602035984863,741.487665014574,-88.11437097028909,7.0,7.0,0.0,146.0,136.0,-10.0,642252432.0,573240304.0,-69012128.0,650252528.0,573240304.0,-77012224.0,8000048.0,8000048.0,0.0,88000000.0,96000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,9000256.0,8000128.0,-1000128.0,642252432.0,573240304.0,-69012128.0,8000048.0,8000048.0,0.0,80000000.0,96000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,9000256.0,8000128.0,-1000128.0,0.8937871809033303,False
1000000,16,128,group_modify_identity,predecessor_safe_reference,841.21229298762,741.487665014574,-99.72462797304604,7.0,7.0,0.0,142.0,136.0,-6.0,642252712.0,573240304.0,-69012408.0,650252808.0,573240304.0,-77012504.0,8000048.0,8000048.0,0.0,88000000.0,96000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,9000256.0,8000128.0,-1000128.0,642252712.0,573240304.0,-69012408.0,8000048.0,8000048.0,0.0,80000000.0,96000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1028.0,-5.0,9000256.0,8000128.0,-1000128.0,0.8814512949889646,False
100000,8,16,group_nest,predecessor_safe_reference,9.12163898465224,5.88928099023178,-3.2323579944204592,7.0,7.0,0.0,3.0,1.0,-2.0,6657800.0,8101192.0,1443392.0,7431880.0,8324480.0,892600.0,400048.0,400056.0,8.0,800000.0,400000.0,-400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6657800.0,8101192.0,1443392.0,50048.0,400056.0,350008.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6456384647694219,False
100000,8,16,group_nest,public,6.50214898632839,5.88928099023178,-0.6128679960966092,7.0,7.0,0.0,1.0,1.0,0.0,4888464.0,8101192.0,3212728.0,5288512.0,8324480.0,3035968.0,400048.0,400056.0,8.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4888464.0,8101192.0,3212728.0,50048.0,400056.0,350008.0,0.0,400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057437783438609,False
